ID_ESTADO|ID_DISTRITO|NUMERO_VOTOS_NULOS|NUM_VOTOS_CAN_NREG|NUMERO_VOTOS_VALIDOS|TOTAL_VOTOS|PAN|PRI|PRD|PVEM|PT|MC|PANAL
28|7|3573|54|183368|186941|80696|48982|32752|6114|5925|5084|3761
10|4|3013|50|179025|182038|56214|60285|25017|8413|17765|5935|5346
30|5|3451|58|151263|154714|49658|49180|32556|6547|5672|4445|3147
21|13|3123|31|126247|129370|37908|40347|23855|6475|9925|5551|2155
30|1|3274|30|137863|141137|51644|53739|17689|7352|3207|2455|1747
14|16|4205|70|176465|180670|55174|62344|18976|11239|6342|16834|5486
27|1|4593|8|160061|164654|14909|55475|66821|4988|8395|8797|668
16|10|4642|117|154752|159394|39513|60156|30386|9556|5475|5293|4256
29|2|3102|31|179781|182883|32902|51570|54294|8779|15903|10983|5319
21|2|5315|105|146187|151502|35061|55435|24977|11932|9851|5025|3801
21|5|3434|28|142371|145805|31902|47479|29215|10251|12019|7180|4297
32|2|4328|49|154401|158729|40071|68165|22761|10918|5189|2643|4605
28|1|3909|66|171750|175659|86822|47609|18684|6224|3762|3197|5386
15|9|6292|29|177152|183444|29461|92517|20612|12046|8416|10129|3942
27|5|4460|7|188414|192874|16244|53833|94497|4513|10916|7520|884
30|16|3615|63|186253|189868|73724|46877|41569|6866|7255|7080|2819
25|8|3148|79|130902|134050|34484|48519|24517|8793|6813|5102|2595
15|33|4316|84|202507|206823|28720|78780|50877|11383|10795|17296|4572
30|4|2994|45|170793|173787|83149|39180|29001|5762|5689|5667|2300
20|4|5170|49|123687|128857|26685|37175|38916|5246|7791|5424|2401
32|1|3911|35|157990|161901|26509|68003|19834|14340|20088|3634|5547
27|4|3307|29|176836|180143|8676|40279|92369|5885|14984|13404|1210
2|2|2795|69|139454|142249|49543|45209|24175|7599|4463|4812|3584
28|8|2287|44|163420|165707|80729|38999|25838|5301|4645|4506|3358
15|4|4072|98|196554|200626|39167|68275|50455|12155|10454|10527|5423
25|7|3959|94|142489|146448|31033|62144|25400|9881|5492|4657|3788
9|9|3247|117|168447|171694|26029|43728|60061|8992|14064|12005|3451
13|5|3020|35|181617|184637|28545|69046|50081|12597|8615|7035|5663
19|6|2300|63|147358|149658|70586|35683|21748|4469|8001|3254|3554
2|8|2915|51|182768|185683|45884|55996|45949|10228|9931|9208|5521
9|25|3002|97|167230|170232|21229|32123|70771|7014|19156|13901|2939
31|1|3454|11|198055|201509|78748|83687|20543|7012|2698|1800|3556
7|8|9224|28|171156|180380|19949|41273|34482|54020|11155|5197|5052
12|3|4470|10|149690|154160|10226|55342|60287|6510|7418|7363|2534
9|8|3558|161|190364|193922|35461|46140|66862|8707|16377|12999|3657
12|4|3346|26|148253|151599|19449|40658|50578|9891|9986|14929|2736
12|2|4473|17|159148|163621|21069|57309|54208|9617|8081|5380|3467
11|8|5438|58|181642|187080|78546|59827|19230|9475|4257|3230|7019
7|11|7657|22|163912|171569|30010|48909|38010|30257|11026|4118|1560
14|11|3969|84|157591|161560|44388|53831|20757|9503|6888|17098|5042
20|1|3404|18|150946|154350|42493|45457|37802|5720|7637|10017|1802
6|1|3063|67|166762|169825|55565|60667|27358|6714|8419|4987|2985
32|4|4458|47|170652|175110|28043|76871|30760|14551|10319|4273|5788
